number,sentence
3231,50해보고
3232,너에게
3233,쓰레기새끼들이다
3234,맥시멈은
3235,잘라버린다?ㅋㅋㅋㅋ
3236,"16일,"
3237,힘들고
3238,그러노
3239,씨발년이?'이런말나오는거지걍
3240,꺼졌으면
3241,라떼는
3242,있긴해...?
3243,안되면
3244,면접자19년
3245,강의
3246,1절만해라
3247,이론도
3248,개임
3249,서지영
3250,유행임
3251,유지해봤는데저런새끼들은
3252,"기다릴께요,,,ㅠㅠ;;"
3253,투입
3254,할수도
3255,부캐동원
3256,족구나
3257,성씨들가지고
3258,닉ㅇㅂ
3259,-------------->
3260,모두와
3261,좌측으로
3262,사고에서
3263,배제하고
3264,움직이는거라고그리고
3265,만큼은
3266,이여도
3267,지진
3268,이야기함
3269,웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋ
3270,당해봤지만
3271,소비자가
3272,단순하게
3273,몰어낸
3274,구분짓냐?
3275,비번만
3276,쓰레기들인지라
3277,나뉘고...
3278,채소
3279,정신
3280,꺼져!!!!
3281,중국공산당이
3282,욕하고
3283,남성1년
3284,배운
3285,해주나??
3286,매시
3287,비닐냄새
3288,증식
3289,이거시작했는데
3290,처음봐서ㅠ
3291,어떡계하라고
3292,씹아
3293,한번
3294,시켜쳐먹으세요~
3295,씨바
3296,해피바스
3297,생활력
3298,널렸네
3299,투덜대도
3300,지시했다면
3301,바디는
3302,잘하는짓
3303,본색을
3304,얘긴
3305,괜찮으면
3306,그정도
3307,주택
3308,모은
3309,파내서
3310,그외엔
3311,가져가는거고
3312,했었는데개
3313,느낌여승무원도
3314,관심
3315,만들어줬는데
3316,앉아어
3317,사람새끼들
3318,벌면
3319,맨땅에
3320,천진난만하고
3321,아직
3322,Research는
3323,맺힌게
3324,짤인데
3325,허리꺾고
3326,삼시세끼
3327,십새꺄
3328,철아작나고
3329,이중에
3330,동기중에
3331,빡빡이는
3332,메세지-
3333,처벌이나
3334,폭력으로
3335,노비마냥
3336,정일
3337,못쓸
3338,좆나깜
3339,펭수가머가귀엽노??
3340,자살만
3341,2세
3342,기다렸는데
3343,대답좀해봐
3344,영국이나
3345,은혜의강
3346,설ㅈㅎ
3347,문재앙
3348,인스타냐?
3349,도움을
3350,운동으로
3351,바에
3352,몇명이나
3353,목사님도
3354,꺾어
3355,진짜....여신..
3356,식물적
3357,농사가르쳐줘.일본왕되서
3358,펀드든
3359,하지...
3360,세상이
3361,안전할
3362,요구하진
3363,약한
3364,이름
3365,12억
3366,나만아니면돼~
3367,"여가부,"
3368,죄에
3369,화나신게
3370,조작하는거임
3371,소문이
3372,낙선했네
3373,광떡이가
3374,게이야..내가
3375,시키기
3376,베충이
3377,오
3378,브랜드도
3379,플스하는데
3380,겉으로는
3381,큰돈인갑네
3382,틀딱들아
3383,또라이년
3384,(헌금)
3385,코로나19로
3386,이정도일줄은
3387,등록을
3388,해처먹으니까
3389,용접함용접봉은
3390,사춘기오면
3391,대통령이
3392,만나봤지
3393,버렸네
3394,소리하고
3395,죽일라함
3396,알았냐트위터로
3397,관해서는
3398,중요하다
3399,박사방놈이
3400,인신공격밖에
3401,수천억
3402,됐으니
3403,병신되고
3404,이나라는
3405,설레발
3406,멍멍
3407,슬퍼하면
3408,완수할꺼야
3409,술취해도
3410,병신이라고
3411,없냐
3412,조킬러~~
3413,했을때진중권한테
3414,찐따
3415,여고딩들
3416,이런새끼특징
3417,박근혜와
3418,만원임
3419,엘리트형
3420,알지?그래서
3421,몇개
3422,느껴지네.
3423,외국
3424,올해
3425,오겠다.
3426,피의자가
3427,진짜로
3428,팬들
3429,계기로
3430,시작이가
3431,빠는새끼가
3432,구라미터를
3433,문방구에
3434,173에
3435,손떼고
3436,간첩설이
3437,개인충전
3438,좋아서
3439,만들었을려나?
3440,못함?
3441,한명인데
3442,보집물
3443,어설프게
3444,ㅋㅋㅋ고바노
3445,ㅇㅇ멍청한놈
3446,길게
3447,조합
3448,뭐만
3449,업무과중
3450,글쓴게이
3451,숙박업도
3452,레아
3453,이것처럼
3454,연구해야하지
3455,게임이
3456,처음으로
3457,발표하면되는데..
3458,파악도
3459,수출
3460,깎는거
3461,루시안
3462,맷돼지들
3463,건보재정
3464,적었나..
3465,안배우는
3466,고령화
3467,개같은
3468,q90있는거고...;75인치
3469,600임?
3470,지랄은
3471,보호센터가면
3472,시장은
3473,요구하는거죠
3474,집값도
3475,다른나라들....소강상태
3476,조롱한거면
3477,필리핀이면
3478,폴란드
3479,물어
3480,곤봉챙겨서
3481,말자는
3482,와ㄷㄷㄷㄷㄷㄷㄷㄷ할배
3483,언어
3484,인민공화국에서
3485,돈빌리고
3486,안꺼냄
3487,이상만
3488,그생각이맞음11로
3489,안쓰러웠지만..ㅜ
3490,받았던
3491,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3492,느꼈나
3493,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3494,갈만하던데
3495,바랄걸
3496,ㄷㄷ...
3497,아니고ㅋㅋ
3498,맞물려
3499,훌륭한
3500,휴지통으로
3501,계급
3502,콘동님
3503,공장지을
3504,고의적으로
3505,피섞여서
3506,속보!!!!!!!!!!!!!!!!!!긴급!!!!!!!!!!!!!!!!!!단독!!!!!!!!!!!!!!!!!!!세계
3507,선거비용으로쓰고
3508,바꿔라
3509,직원
3510,ㅈㄹ하길래
3511,마키노
3512,송금
3513,올리잖아
3514,z
3515,없던
3516,무슨
3517,신발머임
3518,하하
3519,넓어서
3520,수험가
3521,막아주면
3522,어린줄
3523,직업에
3524,글래머
3525,조까
3526,드디어
3527,늙은이들이
3528,타사이트만
3529,40~50mb
3530,여돌
3531,끼고
3532,자퇴
3533,"캐스팅했고,"
3534,뿌렸자나???
3535,개인간
3536,퉤
3537,호아킨
3538,못받으니부러워할
3539,갔네
3540,하려는거지
3541,말하긴
3542,숫자가중요한게아니라
3543,입장에서
3544,러시아에
3545,간신히
3546,시스템임
3547,연기금을
3548,다있냐
3549,계시면서
3550,낳으면
3551,매도하고
3552,기호는
3553,데에
3554,타든가
3555,봅니다.
3556,지워주세요
3557,말까인데
3558,정중하게
3559,주는거네
3560,들어봤는
3561,암내가
3562,해오라고
3563,뜯어가는
3564,미국시민권
3565,불쌍타
3566,특이한거보면
3567,앞에서
3568,남양주병.
3569,기술력의
3570,하자고
3571,나라인가.../
3572,풀고
3573,남의사업장에
3574,엣지
3575,암으로
3576,약값많이든다고
3577,대구스럽다..
3578,유병재가
3579,현존
3580,찢어지긴
3581,존못새끼야
3582,승소하면
3583,카~
3584,팀으로
3585,고생시키지말게
3586,ㅇㅂ에선
3587,중국보다도
3588,빡대가리도
3589,지식이
3590,진라면광고
3591,에겐
3592,경기존나기대햇엇는데
3593,댐노무현도
3594,문앞에서
3595,레이저제모
3596,쓰래기같은
3597,불편함을감수해야하나...돈?
3598,200정도
3599,놈들이남매들은
3600,아마
3601,대구에서도
3602,개소리는..
3603,폭력을
3604,튀어나온
3605,꿈의숲
3606,와
3607,진실됨이
3608,모습도
3609,저래놓구선
3610,잡았네
3611,미국에서
3612,이혼할땐
3613,객사할
3614,권시장
3615,어려운
3616,특성때문에
3617,씨발개좆같은새끼
3618,없네요...님
3619,독학재수학원이었음
3620,꿇고
3621,잇을라나
3622,큰줄
3623,때문이다.명심해라.
3624,아개재밋어
3625,환경
3626,24살인데
3627,이감~~
3628,어쩌겠냐?
3629,궁금한거임
3630,플러스
3631,잠탰다!
3632,호구도
3633,옮겨붙어
3634,afpk는
3635,그리고
3636,눈치안보고
3637,스토리로
3638,짱퀴벌레냐?
3639,면도
3640,사는게
3641,시골사는데
3642,d
3643,지랄임?결국
3644,줄어들테고
3645,같이먹는다근데
3646,30따리인데
3647,통하여
3648,헤헤개인적으로
3649,재보니까
3650,비싸게
3651,정신적으로도
3652,그러네?
3653,태어나라
3654,친구에겐
3655,본선
3656,바둑이
3657,의한
3658,의료민영화는
3659,해석을
3660,팔은
3661,저체온증에
3662,껌으로
3663,헤어지면
3664,많음돈
3665,줄서기
3666,씹쫒같노
3667,영업이
3668,화이팅!!!
3669,인기과가
3670,이용객이
3671,이번에야
3672,자살명소임
3673,같습니다.
3674,확장하지는
3675,있음산초
3676,생기고
3677,한가운데까지
3678,목적에
3679,정자역
3680,12연대
3681,좋게보이는지..
3682,드립치면서
3683,해결하고
3684,종사하는
3685,그대-로
3686,쓰이지
3687,야금야금쓰고
3688,아닌거같음
3689,괜찮은줄
3690,주작이
3691,교타로가
3692,즐긴
3693,역전앞에
3694,망한다
3695,잘뒤짐ㅋㅋㅋㅋㅋㅋㅋㅋ병신련ㅋㅋㅋㅋㅋㅋ지옥으로
3696,깨끗한
3697,많음.그에반해
3698,욕했으면
3699,한때
3700,내얼굴에
3701,구해달라는
3702,?개표기
3703,"실시해,"
3704,정신승리추하노
3705,뺏기면
3706,전국체전이나
3707,200넘겼을듯
3708,회사가면
3709,던질
3710,아니냐어차피
3711,ㅌㅋㅋㅋㅋㅋㅋ치즈냄새
3712,집단학살이
3713,인종차별주의자다
3714,감찰
3715,나카무라穣次용의자
3716,귀로
3717,강권해서
3718,흐엉밖에
3719,따지면
3720,휘두르는
3721,사서
3722,우리형
3723,모습은
3724,드는것도
3725,빠져나가는게
3726,빅영수
3727,내신답니다
3728,지구밖에
3729,흑재앙짱깨콜라보집단ㅋㅋㅋ
3730,크기도
3731,뇌손상죽는거보다
3732,독일하고
3733,가세연이
3734,아니자너
3735,오다기리
3736,낳아도
3737,정당화된다고
3738,괜춘
3739,7등급인거야
3740,경영
3741,10단위로
3742,컨텐츠가
3743,축생한테까지
3744,불사조야
3745,조선이란
3746,남자근로시간이
3747,단위에서
3748,업뎃하면
3749,나대다가
3750,치료하느라
3751,지랄을한다
3752,존
3753,죽여드림
3754,쳐걸리고
3755,물론
3756,죽었을거야애초에
3757,가까운
3758,용돈
3759,다녀와라요즘
3760,기본적으로
3761,노력으로
3762,"다카노리,"
3763,예를들어
3764,루팡이다
3765,극복하는것이
3766,붉닭복음면팔고
3767,성공
3768,아..안돼
3769,인터넷으로만
3770,소녀
3771,신경쓸
3772,이름인줄
3773,진작
3774,단식투쟁할때
3775,장사하는
3776,시간이
3777,이력없고완전무사고
3778,역전할수있는
3779,1.75인데
3780,컬리고
3781,사법고시
3782,돌아
3783,깜방은
3784,50대
3785,얘기에
3786,아끼지
3787,쓰고왓네
3788,느낌이라면
3789,사먹으면
3790,있다고
3791,처리를
3792,거지.
3793,얘네는
3794,외국여자랑
3795,시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3796,재밌고
3797,먹어라
3798,알아볼텐데...
3799,홍어마인드네
3800,그단계까진
3801,치우는게
3802,아버님
3803,간섭안함
3804,이후에
3805,애국이랑
3806,뒤
3807,감정조절
3808,사람인꺼
3809,내년부터
3810,몇놈
3811,알바하는곳찾아가서
3812,없을
3813,"공짜충,노숙자,틀딱,김여사"
3814,맞은
3815,끝난건아는데
3816,정의당때문에
3817,없는거는
3818,미국을
3819,발리에선
3820,투영한
3821,마린시티에서
3822,한국말하는거ㅇㅇ
3823,티나노
3824,일베는
3825,"안비키고있거나일반차량주차해되어있거나,"
3826,자리를
3827,미칠듯이
3828,창녀운운하는게
3829,답장안온다용기가지고
3830,캡쳐좀
3831,댓글엔
3832,호기심을
3833,베트남은
3834,살아남기시리즈
3835,순수
3836,어울린다
3837,아무리
3838,주차라인에
3839,좆급식부터
3840,그러니까
3841,썰은
3842,목사들이
3843,뭐가
3844,개돼지
3845,동생이
3846,보지대주다가
3847,순간도
3848,서로
3849,엿같은
3850,필리핀애들
3851,1위한
3852,새끼였는데
3853,인증한거
3854,우파여
3855,메종일각이?저거
3856,틀리기도하다.
3857,불태워죽여버렀음
3858,숫자를
3859,시사
3860,정차
3861,여자든
3862,박스할매
3863,부탁인데
3864,그아저씨는
3865,아니셨을
3866,자기키
3867,푸는지
3868,어떰?
3869,테크니션
3870,인증해라
3871,같은거라도
3872,똑같다잖아
3873,여자들이
3874,보수원로
3875,모욕했으니
3876,500대
3877,차값외적인부분에서도
3878,경찰
3879,줄었지만
3880,고학력
3881,영역이라
3882,기존보다는
3883,안나갈까?
3884,이육대편
3885,이모
3886,여러가지
3887,논리인데
3888,교민을
3889,가보기나햇냐
3890,위협을
3891,떄
3892,설비
3893,군중이
3894,나아집니다.
3895,블라인드
3896,많음.내
3897,백신이
3898,쇼크사로
3899,없구만
3900,길에
3901,지랄할
3902,온게임넷
3903,봐.ㅋㅋㅋㅋㅋㅋ
3904,적팀이건
3905,좆같았던
3906,일한다.
3907,뒤져야해
3908,https://www.google.co.kr/amp/www.donga.com/news/amp/all/20190625/96168051/1
3909,우려되는거임?
3910,그냥열심히일하자https://youtu.be/PMrMhs9BeqY
3911,누구임?
3912,스크롤캡쳐도못함
3913,공부성실히못할것같으면
3914,있고이
3915,CEO들
3916,ㅈㅈㅂㅁㅈㅎ
3917,어케받은거야나도
3918,옆에서
3919,펼쳐지는거고
3920,있었다니ㅜ자괴감
3921,아니랜다
3922,거자나
3923,미제밴을
3924,적재
3925,조까셈
3926,비번은
3927,껄?
3928,전문가들도
3929,답이다
3930,잃은
3931,하리
3932,스웨덴
3933,뭘
3934,실상은
3935,비슷하노
3936,나빠지는거
3937,믿음이안감
3938,차차차~
3939,거라는데서
3940,문제라구
3941,재능충들이
3942,자꾸
3943,씹창남라면
3944,말투로
3945,갖는거
3946,노블레스
3947,패딩
3948,간부만
3949,이정도면
3950,느끼나
3951,걱정해주는건
3952,파장을
3953,(현재)개꿀띠?
3954,4전4승인가
3955,잘못이냐고?
3956,뭘로
3957,나아가
3958,받는다!
3959,여초회사
3960,이미트
3961,핑크탕
3962,블라함
3963,모르고ㅋㅋ
3964,"가정폭력,"
3965,겪었지.
3966,자이
3967,연락오는사람
3968,안전은
3969,원천이
3970,:사실
3971,가는날..
3972,쳐먹는데누린내가
3973,나왔답니다
3974,프레드
3975,양보
3976,훨
3977,어허
3978,찍는다고?ㅋ
3979,전진
3980,선물
3981,못했는데
3982,후배들이
3983,5랩을
3984,줄설만
3985,딱이지
3986,성대히
3987,제맛이지깔게
3988,붙었다는
3989,굿이나
3990,얼마냐고
3991,이야기가
3992,"병신,"
3993,이론
3994,안자고
3995,랜드로—
3996,+
3997,18억
3998,됐더라13군번임
3999,헷갈리게
4000,3급?이라도
4001,가치에
4002,되어야
4003,한국기업
4004,개쩔지사기업
4005,정시
4006,또왔노
4007,진급하면
4008,모아져있는거임?
4009,식당에서
4010,정하는
4011,2교시까지
4012,올라감
4013,tv안본다는거지
4014,수영장있는
4015,덜하지
4016,씹엠생오타쿠일뽕좆병신들이
4017,않하는게
4018,좋더라..
4019,성함
4020,개강코디
4021,고기라도
4022,새끼들좀
4023,트위터에
4024,있는데?
4025,폐기물이
4026,썅년지꼴리는대로
4027,싶은말
4028,정식
4029,전자발찌도
4030,치과의사
4031,잔말말고
4032,하는거면
4033,엄한일도
4034,논문이나
4035,장인이
4036,일본인..
4037,얘가
4038,반전이라고
4039,확신함
4040,아님...
4041,팩트임
4042,시장경제
4043,들었는데
4044,생각하면됨
4045,눈물
4046,보이지만
4047,용서해달라니까
4048,단순입시수학으로
4049,이혼남도
4050,소중함을
4051,경우지
4052,팔았는데
4053,없어진것임
4054,소송준비
4055,자료
4056,노무노무
4057,5.거기가
4058,감염자가
4059,'한일군사정보보호협정'도
4060,우리팀이건
4061,말한번햇을수도있지
4062,헬기가
4063,"주겠다""라고"
4064,물건
4065,목숨
4066,병신안동이야말로
4067,여성후보자가
4068,안죽음
4069,비참한
4070,시발난
4071,결과라고
4072,속으론
4073,미만잡입니다
4074,할짓없는
4075,시간을
4076,사냐?
4077,대부분이니까
4078,인방도
4079,쓰레기네
4080,대답이뭐든
4081,쑤셔쳐갈아버린
4082,흡수율이
4083,싸질러놓은거
4084,국회의원허경영
4085,이상에서
4086,나이
4087,5개남았는데
4088,안일한
4089,느껴집니다.
4090,바보같아서
4091,범죄자
4092,배워먹은
4093,만한게
4094,있다는데
4095,성욕은
4096,드글드글
4097,좌음에선
4098,보지식
4099,책임을져야지
4100,되어버리니
4101,미국이란년이
4102,찍힌데이
4103,목적을
4104,스쿼트
4105,걔들은
4106,모를
4107,아르유베다
4108,쌍커플은
4109,및
4110,넣고
4111,일해봐도
4112,허벌창으로
4113,역겹게
4114,갑니다
4115,하길래?
4116,나루토
4117,응디믿고
4118,임금인상율이
4119,교토에서
4120,이겠지요
4121,개새끼들아열심히
4122,제갈대중
4123,팩트체크해서
4124,보험사기쳐
4125,확진자
4126,디스커버리
4127,뼈빠지게일하고
4128,백퍼센트
4129,구절도
4130,실질적으로
4131,전염병초기때
4132,쩍팔리지도안냐
4133,있는데
4134,오래간만에보네ㅋㅋ
4135,낳아서
4136,주어진다.또
4137,지터
4138,사악한
4139,안에
4140,년은
4141,남자라도
4142,사는지
4143,새끼인듯
4144,배
4145,적당한
4146,상황이에요?
4147,환자들
4148,인기없을리가
4149,멀쩡한데
4150,헐
4151,나갔다가
4152,차이야.
4153,유래된
4154,첨
4155,부르거나
4156,반토막으로
4157,하시는듯
4158,길위에다가
4159,방문하면
4160,않았을거임
4161,나은거
4162,그래
4163,대
4164,주둔시키던
4165,돈내고
4166,암튼
4167,인공지능프로그램이
4168,등신아
4169,가로채는데
4170,컨텐츠들이거나
4171,저런데
4172,근데7등급이면
4173,훼손될
4174,얂아도
4175,2
4176,12년도부터본거같은데
4177,safe
4178,"빙신새끼,"
4179,그러더라
4180,일반화하지마라
4181,친구들한테
4182,국밥에
4183,4년제
4184,4차원
4185,머리도
4186,뭘까
4187,나왔군
4188,맨날
4189,도지사까지
4190,진심이면
4191,기도안차네
4192,망할때까지
4193,나는
4194,찜고딩때
4195,폭이
4196,접속만해도
4197,올려
4198,니엠착한불고기
4199,'또
4200,전라도는
4201,얘기한거다.
4202,내용봐서는
4203,탈퇴했다
4204,heart
4205,꼬우먼
4206,문
4207,틀
4208,모르겠어
4209,밥버러지
4210,3시리즈는
4211,시계가
4212,or
4213,퍼오기
4214,미친듯이
4215,차는거지사람
4216,호빠됨
4217,핵심코어인데
4218,딴거
4219,안나온다
4220,많을
4221,보이도록
4222,못버티고
4223,사냐??
4224,옛날처럼
4225,"자1위,"
4226,부탁한다.
4227,평판안돟음
4228,기분나빵!
4229,공공복지를
4230,인성은
4231,니말대로
4232,당위
4233,털
4234,마이너스지만
4235,페미
4236,맞음존나
4237,실수하면서
4238,평균나이
4239,애니
4240,나랑똑같노
4241,일베할떄
4242,캐릭터를
4243,집판매한
4244,직업층에
4245,파보면
4246,충선왕이
4247,사이트
4248,욕도
4249,2040
4250,핵을
4251,납득할
4252,차이나는
4253,산업동탑
4254,안날거라던
4255,이산화탄소
4256,몇살이노
4257,주변사람들에게
4258,작은거
4259,놔둘
4260,그립습니다..
4261,저짝
4262,"집해유예,"
4263,진짜냐?
4264,뻔뻔하게
4265,죽음에
4266,어디가겠냐
4267,어제
4268,용접하면
4269,바꿔라...머
4270,하층민
4271,현빠절감
4272,목줄
4273,엄마
4274,통신비
4275,라인전쎄고
4276,되냐?지분쯤
4277,어그로
4278,발딱
4279,ㅈ되겟다
4280,남편한테
4281,흐르는
4282,"oil,"
4283,지지하려한다.
4284,"아니다.결혼기간,"
4285,지배가
4286,그라우베
4287,욕은
4288,코주변
4289,시켰을때
4290,배재정35.87%
4291,말해야지
4292,뽑아냄
4293,아유미
4294,짤라야된다
4295,네임드대
4296,상당히
4297,뭐같다고
4298,형
4299,ㅔ없음
4300,오_나홀
4301,스무살이였음
4302,짓이라며
4303,아니다.
4304,좇망한
4305,발끈하는구나
4306,센스를
4307,겨울엔
4308,아끼겠다고
4309,좆대가리
4310,인생인데열심히해보고
4311,한씨가
4312,귄도안
4313,그렇게
4314,평판이
4315,느껴지더라ㅋㅋㅋ그래서
4316,"책,"
4317,일베글들이
4318,터짐
4319,뒤짐
4320,아파트
4321,피부과
4322,그래.
4323,그가족들의
4324,면상이
4325,걱정이네.
4326,흥정할
4327,거야
4328,정신이
4329,ㅆㅅㅌㅊ다
4330,쳐맞을거
4331,힛갤간
4332,없어보인다니까?
4333,개씹새끼인거
4334,매드아이
4335,50억
4336,천년왕국이
4337,경험해보지
4338,존경받아야하냐?
4339,그른다비교대상은
4340,하니까
4341,듣지마라
4342,뽑은거네?
4343,취업난이
4344,화두가
4345,의미로
4346,꺼억~
4347,음식전부
4348,어김없는
4349,댈고가서
4350,십이지장에다
4351,통하는
4352,홍어마을은
4353,이거로
4354,쟤는
4355,경우따라
4356,좆마니
4357,장애있지
4358,갈기고
4359,업글은
4360,가끔이벤트라는데조선소
4361,유통.제과쪽임...일본과자
4362,한국만을
4363,개네들
4364,뿐인데
4365,슬퍼하고
4366,텔레비전에서
4367,유행했는데
4368,폭언도
4369,장위동
4370,잘나가고
4371,유죄가
4372,팔아서
4373,말했다.
4374,돈이없어서
4375,자유
4376,보형물은
4377,지도자?
4378,아떼
4379,적이
4380,감사하냐
4381,조사에서
4382,말해
4383,이해하는
4384,가져야
4385,자원봉사다니더라
4386,털어야됨
4387,같은건
4388,ㅈㅈㅂ뜻을
4389,"뉴욕,도쿄,런던"
4390,철재가
4391,변태적으로
4392,때리는게
4393,내보다작내하면서
4394,공급.
4395,표현의
4396,끼치고
4397,찌그러져있어
4398,결혼하지말라고
4399,언제>
4400,들리는데
4401,아이돌
4402,용접하는
4403,안가노
4404,배우고가라
4405,따땅.
4406,운영하게
4407,강용석은
4408,보이는건
4409,개좆같음
4410,아니네대가리가
4411,내용을
4412,합치겠다?
4413,좆같다
4414,있겠네
4415,들어봤는데
4416,1060
4417,옛날
4418,하던데...
4419,재미있고
4420,환산하면
4421,한국넘들
4422,선풍기
4423,tv
4424,생겼다고
4425,타격
4426,있다해도
4427,두고
4428,내친구도
4429,아니지만
4430,안착해졌노
4431,요구권이
4432,살아야
4433,되려면
4434,아무
4435,수조원??
4436,타령
4437,꺼억이나
4438,변명이기북딱.
4439,하노??
4440,"프로,프리바이오틱스"
4441,좌파득세하겠네
4442,썩은만두에
4443,되겠네ㅋㅋ
4444,연령대가
4445,하지마
4446,고마운일
4447,청년
4448,넷플릭스
4449,이기적인
4450,비타민
4451,도라에몽에
4452,혹하는
4453,슬퍼요는
4454,무능함을
4455,가스가
4456,찐따잠바
4457,올라오는사진이랑
4458,아재들도
4459,재산이
4460,안정적이고
4461,봐라
4462,검사
4463,항상
4464,아반데로는
4465,소비자
4466,2~3초
4467,꼬리잡기
4468,잘나오는
4469,미쳤던ㄷ니ㅣ
4470,유전공학이
4471,븅신들임
4472,그것자체가
4473,하고나서
4474,대놓고
4475,할지...
4476,생각해보면
4477,리뷰
4478,에브라에서
4479,커엽노
4480,그림자는
4481,"발생시켜,"
4482,있었다
4483,태반이
4484,쓰레기통으로!
4485,동원해서
4486,갈
4487,빼앗기니까
4488,써봐야겠다
4489,존경합니다~^^
4490,대화나누고
4491,방향이
4492,활용할
4493,고도
4494,높이
4495,나오긴
4496,엄마까지
4497,감정적으로
4498,예전엔
4499,씹새야?
4500,30개
4501,해외도
4502,아폰살돈은
4503,또로록
4504,병신아.
4505,쟤가
4506,노력노력안한
4507,세끼
4508,명령
4509,이기.
4510,같을
4511,들개들
4512,기변
4513,왜곡되고
4514,제대로된
4515,그짓거리
4516,부자되겠네
4517,베르키네
4518,그러게...
4519,걸스채널
4520,명심해!
4521,사람이면
4522,어려움을
4523,자기들끼리
4524,쳐나왔네디비자고
4525,28
4526,집에
4527,접하는
4528,캠페인을
4529,일시키고
4530,ㅆ선비들
4531,다시들어도
4532,게이는
4533,좀길면
4534,열효율
4535,써놓고도
4536,비행기
4537,참여자를
4538,"폭력,"
4539,불쌍
4540,헬조센
4541,남아있겠지.
4542,시스템인데
4543,있으니까.
4544,드루킹을
4545,ㄹㅇ걍보쌈대자시켜먹음
4546,안가고
4547,국민대통합된다남북통일도
4548,오케이~~
4549,베트콩새끼들도
4550,둘둘말아
4551,왕
4552,서울대부심
4553,구린것도
4554,연금각
4555,착오로
4556,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
4557,루스츠에서
4558,학비가
4559,정게만하다
4560,웃지
4561,자는
4562,나도가능하냐
4563,가더라도
4564,아구.
4565,안되네
4566,"""직업에는"
4567,조림닭
4568,잘생겼으면!
4569,최소
4570,취소까지
4571,풀어도
4572,있고?
4573,시야확보도
4574,엑시구아
4575,개극혐
4576,틀니빠짐)
4577,기억해줘서고맙다
4578,추위
4579,지껄인적
4580,복싱하고
4581,쉬팍색희들..
4582,찔러
4583,버텨주는거보고
4584,개새기야
4585,있을까...
4586,니가
4587,절대농지로
4588,ㅋㅋㅋ이거임
4589,탈퇴할거다
4590,"잔인함,"
4591,아니겠냐
4592,아니노?
4593,돌아가면
4594,능력남은
4595,국가
4596,많이하고
4597,요즘개념말아처먹은년들이많아서
4598,수첩으로
4599,글쓴게이는
4600,아이폰4
4601,노가더들이
4602,언제한번
4603,최신폰
4604,엄청차깁고
4605,한다고?
4606,다크나이트인가...
4607,얼굴로
4608,회원이었거든
4609,없어짐.
4610,국내팬들
4611,중딩
4612,응원은
4613,독점하려고
4614,아닐까?근데
4615,거리를두고
4616,에이형은
4617,거보니
4618,K2
4619,병신.
4620,정죄의
4621,쌌다
4622,그런건
4623,잠수용접사
4624,"숙소앱,"
4625,따놓은
4626,없냐저
4627,안가리는거
4628,남인데?
4629,힘들꺼라고했었고
4630,집행전에
4631,기술은
4632,강용석이
4633,나베
4634,...나라에서
4635,남자쪽에서도
4636,오겠죠~
4637,소수의
4638,많이됐음
4639,쳐해보니
4640,ㅈ병신들이라고
4641,ㅈㄹ나겠지만
4642,않함
4643,이불킥!
4644,하면서돈안준다고
4645,외상으로
4646,슬픔의
4647,썼는데
4648,헙(웃다가
4649,놀이..
4650,while
4651,잠적
4652,써먹으면
4653,통로가
4654,백날
4655,2060년에
4656,모닥불을
4657,잡는건
4658,머구
4659,댓바기지
4660,짖어보려무나
4661,챔피언
4662,아무런경각심도
4663,엔지니어도
4664,아님ㅋㅋ
4665,팔촌까지
4666,평범해지니까.
4667,없단
4668,같은거
4669,잘하는
4670,여자사람
4671,싸더라
4672,정상이냐?
4673,섹스리스
4674,여초년들
4675,잘해?
4676,공산화된
4677,머라는거야..?
4678,메시는
4679,개인입장에서
4680,다줏어먹는짤
4681,어서
4682,스포츠임
4683,없어도
4684,행안부장관
4685,몇가지
4686,할만한
4687,순복음교회
4688,울프(울부)짖어
4689,가족까는
4690,북한
4691,앉으면..어깨나
4692,걸리거든
4693,34~35살까지도
4694,돈준다잔아~
4695,한놈도
4696,옳은소리
4697,짚을깔아줬다고함.그러면
4698,평균같은데
4699,더해줘요
4700,선물처럼
4701,은행에
4702,신고함
4703,ㅆㅅㅌㅊ그래서
4704,실력이
4705,경찰버려도
4706,밑에껄로
4707,간거아님?ㅋㅋㅋㅋㅋㅋㅋ
4708,기여를
4709,것이다.
4710,함부러
4711,가능하고
4712,하지말자~
4713,모습을
4714,한국한테
4715,이기야.
4716,지통실에서
4717,씹덕
4718,정섯임적어도
4719,빙신들!!!!!!
4720,강남은
4721,동네임
4722,터진
4723,디져라
4724,강사님
4725,말했죠
4726,폐해지
4727,쏙
4728,대깨문
4729,얻는다는
4730,신기하게
4731,여자라도
4732,하며
4733,(32)
4734,몸갈아서
4735,수치지;
4736,말빨
4737,극혐인데
4738,없어?예전엔
4739,들리네
4740,만족했음
4741,불쌍해서
4742,관리라는
4743,친중인척
4744,기업’
4745,최고다!
